date,milestone,snapshot_path,faction,opponent,n_matches,wins,winrate,elo,notes
2026-05-26T00:00:00Z,BC-step0,brain:balanced,arcane,solo-defense-10wave,100,53,0.5300,,clone-source decision gate (single-side defense vs sim difficulty)
2026-05-26T00:00:00Z,BC-step0,brain:learning,arcane,solo-defense-10wave,100,100,1.0000,,clone-source decision gate; learning DOMINATES on arcane (+47%)
2026-05-26T00:00:00Z,BC-step0,brain:balanced,mechanical,solo-defense-10wave,100,84,0.8400,,clone-source decision gate
2026-05-26T00:00:00Z,BC-step0,brain:learning,mechanical,solo-defense-10wave,100,76,0.7600,,clone-source decision gate; learning slightly WORSE on mechanical (-8%)
# One row per (snapshot × opponent × faction). Long-format on purpose:
# - longitudinal view: filter by snapshot_path, sort by date
# - tournament view: filter by date+milestone, group by snapshot_path
# - per-faction skill: filter by faction
#
# Conventions:
#   date          ISO 8601 UTC, e.g. 2026-06-02T14:30:00Z
#   milestone     one of: G1, G2, BC, G3, G6, G4, G5, ad-hoc
#   snapshot_path repo-relative path to the .onnx (e.g. models/ppo-snapshots/run_a/iter_500.onnx)
#                 for non-PPO baselines: 'brain:balanced', 'brain:learning', 'brain:mazing', 'brain:bc'
#   faction       arcane | mechanical (G1-G5); add more if PRD scope changes
#   opponent      same shape as snapshot_path; the agent on the other side
#   n_matches     integer
#   wins          integer (from the snapshot's perspective)
#   winrate       wins / n_matches, 4 decimals
#   elo           computed by ml/elo.py from the SQLite DB at the time of this tournament
#   notes         free text; mention hyperparams, oddities, anything worth grepping later
#
# Example (do not commit fake data — delete before real entries land):
2026-05-28T01:16:24Z,bc-scaled-hard,models/bc-multi-scaled-hard50.onnx,mechanical,solo-defense-hard-50wave,20,0,0.0000,,bc-scaled-hard
2026-05-28T01:16:24Z,bc-scaled-hard,brain:random,arcane,solo-defense-hard-50wave,20,0,0.0000,,bc-scaled-hard
2026-05-28T01:16:24Z,bc-scaled-hard,brain:random,mechanical,solo-defense-hard-50wave,20,0,0.0000,,bc-scaled-hard
2026-05-28T01:16:24Z,bc-scaled-hard,brain:balanced,arcane,solo-defense-hard-50wave,20,0,0.0000,,bc-scaled-hard
2026-05-28T01:16:24Z,bc-scaled-hard,brain:balanced,mechanical,solo-defense-hard-50wave,20,0,0.0000,,bc-scaled-hard

2026-05-28T01:36:30Z,bc-scaled-normal,models/bc-multi-scaled-normal50.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-scaled-normal
2026-05-28T01:36:30Z,bc-scaled-normal,models/bc-multi-scaled-normal50.onnx,mechanical,solo-defense-normal-50wave,20,0,0.0000,,bc-scaled-normal
2026-05-28T01:36:30Z,bc-scaled-normal,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-scaled-normal
2026-05-28T01:36:30Z,bc-scaled-normal,brain:random,mechanical,solo-defense-normal-50wave,20,0,0.0000,,bc-scaled-normal
2026-05-28T01:36:30Z,bc-scaled-normal,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-scaled-normal
2026-05-28T01:36:30Z,bc-scaled-normal,brain:balanced,mechanical,solo-defense-normal-50wave,20,0,0.0000,,bc-scaled-normal

2026-05-28T02:20:10Z,ppo-scaled-normal-20iter-T0,models/ppo-scaled-normal-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0
2026-05-28T02:20:10Z,ppo-scaled-normal-20iter-T0,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0
2026-05-28T02:20:10Z,ppo-scaled-normal-20iter-T0,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0

2026-05-28T02:22:48Z,ppo-scaled-normal-20iter-T0.1,models/ppo-scaled-normal-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0.1
2026-05-28T02:22:48Z,ppo-scaled-normal-20iter-T0.1,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0.1
2026-05-28T02:22:48Z,ppo-scaled-normal-20iter-T0.1,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0.1

2026-05-28T02:25:34Z,ppo-scaled-normal-20iter-T0.3,models/ppo-scaled-normal-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0.3
2026-05-28T02:25:34Z,ppo-scaled-normal-20iter-T0.3,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0.3
2026-05-28T02:25:34Z,ppo-scaled-normal-20iter-T0.3,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0.3

2026-05-28T02:28:20Z,ppo-scaled-normal-20iter-T0.5,models/ppo-scaled-normal-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0.5
2026-05-28T02:28:20Z,ppo-scaled-normal-20iter-T0.5,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0.5
2026-05-28T02:28:20Z,ppo-scaled-normal-20iter-T0.5,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-scaled-normal-20iter-T0.5

2026-05-28T03:32:20Z,ppo-product-20iter-T0,models/ppo-product-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0
2026-05-28T03:32:20Z,ppo-product-20iter-T0,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0
2026-05-28T03:32:20Z,ppo-product-20iter-T0,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0

2026-05-28T03:35:08Z,ppo-product-20iter-T0.1,models/ppo-product-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0.1
2026-05-28T03:35:08Z,ppo-product-20iter-T0.1,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0.1
2026-05-28T03:35:08Z,ppo-product-20iter-T0.1,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0.1

2026-05-28T03:37:53Z,ppo-product-20iter-T0.3,models/ppo-product-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0.3
2026-05-28T03:37:53Z,ppo-product-20iter-T0.3,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0.3
2026-05-28T03:37:53Z,ppo-product-20iter-T0.3,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0.3

2026-05-28T03:40:47Z,ppo-product-20iter-T0.5,models/ppo-product-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0.5
2026-05-28T03:40:47Z,ppo-product-20iter-T0.5,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0.5
2026-05-28T03:40:47Z,ppo-product-20iter-T0.5,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-product-20iter-T0.5

2026-05-28T06:25:16Z,ppo-turns-T0,models/ppo-turns-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0
2026-05-28T06:25:16Z,ppo-turns-T0,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0
2026-05-28T06:25:16Z,ppo-turns-T0,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0

2026-05-28T06:28:04Z,ppo-turns-T0.1,models/ppo-turns-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0.1
2026-05-28T06:28:04Z,ppo-turns-T0.1,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0.1
2026-05-28T06:28:04Z,ppo-turns-T0.1,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0.1

2026-05-28T06:30:57Z,ppo-turns-T0.3,models/ppo-turns-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0.3
2026-05-28T06:30:57Z,ppo-turns-T0.3,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0.3
2026-05-28T06:30:57Z,ppo-turns-T0.3,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0.3

2026-05-28T06:33:43Z,ppo-turns-T0.5,models/ppo-turns-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0.5
2026-05-28T06:33:43Z,ppo-turns-T0.5,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0.5
2026-05-28T06:33:43Z,ppo-turns-T0.5,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-turns-T0.5

2026-05-28T07:29:52Z,ppo-opt-T0,models/ppo-opt-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0
2026-05-28T07:29:52Z,ppo-opt-T0,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0
2026-05-28T07:29:52Z,ppo-opt-T0,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0

2026-05-28T07:32:55Z,ppo-opt-T0.1,models/ppo-opt-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0.1
2026-05-28T07:32:55Z,ppo-opt-T0.1,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0.1
2026-05-28T07:32:55Z,ppo-opt-T0.1,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0.1

2026-05-28T07:36:10Z,ppo-opt-T0.3,models/ppo-opt-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0.3
2026-05-28T07:36:10Z,ppo-opt-T0.3,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0.3
2026-05-28T07:36:10Z,ppo-opt-T0.3,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0.3

2026-05-28T07:39:17Z,ppo-opt-T0.5,models/ppo-opt-20iter.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0.5
2026-05-28T07:39:17Z,ppo-opt-T0.5,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0.5
2026-05-28T07:39:17Z,ppo-opt-T0.5,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,ppo-opt-T0.5

2026-05-28T16:03:12Z,bc-smoke,models/bc-optimizer.onnx,arcane,solo-defense-normal-15wave,20,20,1.0000,,bc-smoke
2026-05-28T16:03:12Z,bc-smoke,brain:random,arcane,solo-defense-normal-15wave,20,0,0.0000,,bc-smoke
2026-05-28T16:03:12Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-15wave,20,5,0.2500,,bc-smoke

2026-05-28T16:29:42Z,bc-smoke,models/bc-optimizer-v2.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-28T16:29:42Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-28T16:29:42Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke

2026-05-28T16:31:21Z,bc-smoke,models/bc-optimizer-v2.onnx,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke
2026-05-28T16:31:21Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke
2026-05-28T16:31:21Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke

2026-05-28T16:32:26Z,bc-smoke,models/bc-optimizer-v2.onnx,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke
2026-05-28T16:32:26Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke
2026-05-28T16:32:26Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke

2026-05-28T16:33:08Z,bc-smoke,models/bc-optimizer-v2.onnx,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke
2026-05-28T16:33:08Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke
2026-05-28T16:33:08Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke

2026-05-28T16:33:46Z,bc-smoke,models/bc-optimizer-v2.onnx,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke
2026-05-28T16:33:46Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke
2026-05-28T16:33:46Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,10,0,0.0000,,bc-smoke

2026-05-29T06:00:27Z,bc-smoke,models/bc-optimizer-v3.onnx,arcane,solo-defense-normal-25wave,10,0,0.0000,,bc-smoke
2026-05-29T06:00:27Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,10,0,0.0000,,bc-smoke
2026-05-29T06:00:27Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,10,0,0.0000,,bc-smoke

2026-05-29T06:00:45Z,bc-smoke,models/bc-optimizer-v3.onnx,arcane,solo-defense-normal-25wave,5,0,0.0000,,bc-smoke
2026-05-29T06:00:45Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,5,0,0.0000,,bc-smoke
2026-05-29T06:00:45Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,5,0,0.0000,,bc-smoke

2026-05-29T06:01:03Z,bc-smoke,models/bc-optimizer-v3.onnx,arcane,solo-defense-normal-25wave,5,0,0.0000,,bc-smoke
2026-05-29T06:01:03Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,5,0,0.0000,,bc-smoke
2026-05-29T06:01:03Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,5,0,0.0000,,bc-smoke

2026-05-29T06:01:22Z,bc-smoke,models/bc-optimizer-v3.onnx,arcane,solo-defense-normal-25wave,5,0,0.0000,,bc-smoke
2026-05-29T06:01:22Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,5,0,0.0000,,bc-smoke
2026-05-29T06:01:22Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,5,0,0.0000,,bc-smoke

2026-05-29T06:17:15Z,bc-smoke,models/ppo-bc-opt-v3.onnx,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-29T06:17:15Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-29T06:17:15Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-29T06:18:00Z,bc-smoke,models/ppo-bc-opt-v3.onnx,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-29T06:18:00Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-29T06:18:00Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-29T16:46:29Z,bc-smoke,models/ppo-bc-opt-v3b.onnx,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-29T16:46:29Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-29T16:46:29Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-29T16:49:23Z,bc-smoke,models/ppo-bc-opt-v3b.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-29T16:49:23Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-29T16:49:23Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke

2026-05-30T00:52:30Z,bc-smoke,models/ppo-bc-opt-v3c.onnx,arcane,solo-defense-normal-25wave,20,1,0.0500,,bc-smoke
2026-05-30T00:52:30Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-30T00:52:30Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-30T00:55:23Z,bc-smoke,models/ppo-bc-opt-v3c.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-30T00:55:23Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-30T00:55:23Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke

2026-05-30T17:02:10Z,bc-smoke,models/ppo-bc-opt-v3d.onnx,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-30T17:02:10Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-30T17:02:10Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-30T17:04:52Z,bc-smoke,models/ppo-bc-opt-v3d.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-30T17:04:52Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-30T17:04:52Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke

2026-05-30T21:31:00Z,bc-smoke,models/ppo-bc-opt-v4.onnx,arcane,solo-defense-normal-25wave,20,10,0.5000,,bc-smoke
2026-05-30T21:31:00Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-30T21:31:00Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-30T21:34:24Z,bc-smoke,models/ppo-bc-opt-v4.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-30T21:34:24Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-30T21:34:24Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke

2026-05-31T00:05:38Z,bc-smoke,models/ppo-bc-opt-v4.onnx,arcane,solo-defense-normal-25wave,20,5,0.2500,,bc-smoke
2026-05-31T00:05:38Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-31T00:05:38Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-31T00:07:54Z,bc-smoke,models/ppo-bc-opt-v4.onnx,arcane,solo-defense-normal-25wave,20,2,0.1000,,bc-smoke
2026-05-31T00:07:54Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-31T00:07:54Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-31T00:10:04Z,bc-smoke,models/ppo-bc-opt-v4.onnx,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-31T00:10:04Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-31T00:10:04Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-31T02:16:58Z,bc-smoke,models/ppo-bc-opt-v5.onnx,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-31T02:16:58Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-31T02:16:58Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-31T02:19:14Z,bc-smoke,models/ppo-bc-opt-v5.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-31T02:19:14Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-31T02:19:14Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke

2026-05-31T16:14:20Z,bc-smoke,models/ppo-bc-opt-v6.onnx,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-31T16:14:20Z,bc-smoke,brain:random,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke
2026-05-31T16:14:20Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-25wave,20,0,0.0000,,bc-smoke

2026-05-31T16:16:41Z,bc-smoke,models/ppo-bc-opt-v6.onnx,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-31T16:16:41Z,bc-smoke,brain:random,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke
2026-05-31T16:16:41Z,bc-smoke,brain:balanced,arcane,solo-defense-normal-50wave,20,0,0.0000,,bc-smoke

2026-06-01T04:20:25Z,arch2-random,models/ppo-arch2-random.onnx,arcane,solo-defense-normal-25wave,100,0,0.0000,,arch2-random
2026-06-01T04:20:25Z,arch2-random,brain:random,arcane,solo-defense-normal-25wave,100,0,0.0000,,arch2-random
2026-06-01T04:20:25Z,arch2-random,brain:balanced,arcane,solo-defense-normal-25wave,100,0,0.0000,,arch2-random

2026-06-01T09:01:17Z,ppo-multimap-v7,models/ppo-multimap-v7.onnx,arcane,solo-defense-normal-25wave,100,0,0.0000,,ppo-multimap-v7
2026-06-01T09:01:17Z,ppo-multimap-v7,brain:random,arcane,solo-defense-normal-25wave,100,0,0.0000,,ppo-multimap-v7
2026-06-01T09:01:17Z,ppo-multimap-v7,brain:balanced,arcane,solo-defense-normal-25wave,100,0,0.0000,,ppo-multimap-v7
